latitude,longitude,timestamp,uncertainty,Datetime,Lat_X,Lon_Y,In_Out,Percentage_of_Intersection
59.12386678645752,14.608545069279947,1610727114,4.27430787717761,2021-01-15 17:11:54,3163796.228858145,824611.071531629,IN,62.86788963210619
59.12386739713399,14.608543877640386,1610727395,2.0,2021-01-15 17:16:35,3163796.189611887,824610.991031707,IN,93.44279888359334
59.123867237768366,14.608543748003662,1610727396,2.0,2021-01-15 17:16:36,3163796.2061952073,824610.9877093231,IN,93.1500522364635
59.12386857499836,14.608551516842981,1610727397,2.0,2021-01-15 17:16:37,3163795.9708902272,824611.3845066417,IN,99.82538748734275
59.123868574999065,14.608551516841946,1610727399,2.0,2021-01-15 17:16:39,3163795.970890177,824611.3845065676,IN,99.82538733797557
59.123868377212155,14.608551883681633,1610727400,2.0,2021-01-15 17:16:40,3163795.98387636,824611.4095237601,IN,99.88705109184025
59.123869960084036,14.608557837611713,1610723115,3.025978242807802,2021-01-15 16:05:15,3163795.752006584,824611.7001915011,IN,88.08259100237493
59.12381365522985,14.608598417701796,1610723118,26.51809977961802,2021-01-15 16:05:18,3163800.367772953,824615.2962498729,OUT,2.4276166771346293
59.12387530899842,14.608553647415675,1610723085,2.696905947674757,2021-01-15 16:04:45,3163795.318335399,824611.3400643256,IN,97.6488509647059
59.1238936792896,14.608556171516328,1610723087,3.395203430746582,2021-01-15 16:04:47,3163793.585494223,824611.0372624379,IN,90.06359762234396
59.123870948660965,14.608548595381867,1610723024,2.403619955923605,2021-01-15 16:03:44,3163795.793726455,824611.1660526351,IN,94.89226034811684
59.12388153430566,14.608542542768474,1610722997,2.696905947674757,2021-01-15 16:03:17,3163794.9032424116,824610.5770355698,IN,94.94619611074148
59.12380904468338,14.608584791110921,1610722935,29.5,2021-01-15 16:02:15,3163800.9896781626,824614.654784349,OUT,1.9616471027203586
59.123841797752206,14.608547808769565,1610723378,5.3810348044108745,2021-01-15 16:09:38,3163798.49716097,824611.8242888878,OUT,34.23164395137912
59.123841753463324,14.608544083544915,1610723379,8.058805382593915,2021-01-15 16:09:39,3163798.554865228,824611.619652869,OUT,22.85778297425151
59.123841753463324,14.608544083544967,1610723383,8.058805382593915,2021-01-15 16:09:43,3163798.554865227,824611.6196528717,OUT,22.857782974947956
59.123868170218344,14.608557556880578,1610723384,5.3810348044108745,2021-01-15 16:09:44,3163795.9213426914,824611.7277725942,OUT,48.84885942019787
59.123947946950686,14.608547273749778,1610723385,12.772345790242074,2021-01-15 16:09:45,3163788.7018802254,824609.239698868,OUT,10.100144042906116
59.12390177261005,14.608603079101476,1610723386,13.876451055676995,2021-01-15 16:09:46,3163792.1629650816,824613.4326243624,OUT,8.86559926351819
59.12386943004621,14.608556762619665,1610723386,9.280510038019074,2021-01-15 16:09:46,3163795.8164275615,824611.653590082,OUT,19.820802014668978
59.123908335735685,14.608567288923352,1610723387,9.632470695342032,2021-01-15 16:09:47,3163792.0719535714,824611.2983641557,OUT,18.017602515040842
59.12388031627852,14.608546751605386,1610723388,5.114999022482408,2021-01-15 16:09:48,3163794.955154074,824610.838760127,IN,55.48409885207255
59.12389886768653,14.608545203206349,1610723389,4.866514533153887,2021-01-15 16:09:49,3163793.264198558,824610.3067210931,IN,61.30807994100949
59.123898867228185,14.608545219941291,1610723390,4.27430787717761,2021-01-15 16:09:50,3163793.2640000344,824610.307656206,IN,69.71632024747521
59.12389893701382,14.608545205951705,1610723391,2.403619955923605,2021-01-15 16:09:51,3163793.257756604,824610.3052039569,IN,96.10179291110636
59.12389893794838,14.608545211143367,1610723394,2.403619955923605,2021-01-15 16:09:54,3163793.257595577,824610.3054681381,IN,96.10614670368585
59.12389893794829,14.608545211143069,1610723395,2.403619955923605,2021-01-15 16:09:55,3163793.2575955885,824610.3054681234,IN,96.10614645574313
59.12389893794838,14.608545211143051,1610723396,2.403619955923605,2021-01-15 16:09:56,3163793.2575955815,824610.3054681205,IN,96.10614642306804
59.12389893794836,14.608545211143065,1610723397,2.403619955923605,2021-01-15 16:09:57,3163793.2575955824,824610.3054681215,IN,96.10614643706525
59.12389892339051,14.608548658083345,1610723398,2.696905947674757,2021-01-15 16:09:58,3163793.209331076,824610.496153781,IN,95.05509396631699
59.12389817438707,14.60854705672858,1610723399,4.27430787717761,2021-01-15 16:09:59,3163793.301549234,824610.425757964,IN,70.506644035085
59.12389817438707,14.608547056728554,1610723400,4.27430787717761,2021-01-15 16:10:00,3163793.301549234,824610.4257579627,IN,70.50664402954494
59.12389817438707,14.60854705672858,1610723401,4.27430787717761,2021-01-15 16:10:01,3163793.301549234,824610.425757964,IN,70.506644035085
59.123912166919155,14.60852825167752,1610723402,2.696905947674757,2021-01-15 16:10:02,3163792.279970416,824609.0505645776,IN,72.52023679016578
59.12391214084472,14.608528239282641,1610723403,2.696905947674757,2021-01-15 16:10:03,3163792.2825568034,824609.0505077693,IN,72.51844137580346
59.12391214084466,14.608528239282975,1610723404,2.696905947674757,2021-01-15 16:10:04,3163792.2825568053,824609.0505077895,IN,72.51844173757198
59.12391253790878,14.608527273530958,1610723405,2.696905947674757,2021-01-15 16:10:05,3163792.259786782,824608.9876228668,IN,71.39060295289973
59.123943304980976,14.60853623398888,1610723407,22.72924248278755,2021-01-15 16:10:07,3163789.2894566474,824608.7418332367,OUT,3.30441807760282
59.12394357371116,14.608538346155493,1610723408,29.0,2021-01-15 16:10:08,3163789.2342405487,824608.8519955678,OUT,2.0298732355945326
59.12389831866572,14.608448451575725,1610723410,29.0,2021-01-15 16:10:10,3163794.7073620954,824604.9774444544,OUT,2.0298732355945326
59.12389831866793,14.608448451574874,1610723411,29.0,2021-01-15 16:10:11,3163794.7073619016,824604.9774443537,OUT,2.0298732355945326
59.1239125515371,14.608641750467141,1610723412,29.0,2021-01-15 16:10:12,3163790.610953571,824615.3085483878,OUT,2.0298732355945326
